<Arduino is ready>
Dipole: 247,0.60,0.26,0.09
Dipole: 247.5,0.61,0.24,0.06
Dipole: 248,0.62,0.21,0.03
Dipole: 248.5,0.63,0.19,0.01
Dipole: 249,0.64,0.17,-0.02
Dipole: 249.5,0.64,0.15,-0.05
Dipole: 250,0.64,0.13,-0.08
Dipole: 250.5,0.64,0.11,-0.11
Dipole: 251,0.64,0.09,-0.14
Dipole: 251.5,0.64,0.08,-0.16
Dipole: 252,0.63,0.06,-0.19
Dipole: 252.5,0.62,0.05,-0.22
Dipole: 253,0.61,0.04,-0.25
Dipole: 253.5,0.60,0.03,-0.27
Dipole: 254,0.59,0.02,-0.30
Dipole: 254.5,0.58,0.01,-0.32
Dipole: 255,0.57,0.01,-0.34
Dipole: 255.5,0.55,0.01,-0.37
Dipole: 256,0.54,0.00,-0.39
Dipole: 256.5,0.52,0.01,-0.41
Dipole: 257,0.51,0.01,-0.42
Dipole: 257.5,0.50,0.01,-0.44
Dipole: 258,0.48,0.02,-0.46
Dipole: 258.5,0.47,0.03,-0.47
Dipole: 259,0.45,0.04,-0.48
Dipole: 259.5,0.44,0.05,-0.49
Dipole: 260,0.43,0.06,-0.50
Dipole: 260.5,0.42,0.08,-0.51
Dipole: 261,0.41,0.09,-0.52
Dipole: 261.5,0.40,0.11,-0.52
Dipole: 262,0.39,0.13,-0.52
Dipole: 262.5,0.39,0.14,-0.52
Dipole: 263,0.38,0.16,-0.52
Dipole: 263.5,0.38,0.18,-0.52
Dipole: 264,0.38,0.20,-0.51
Dipole: 264.5,0.38,0.22,-0.50
Dipole: 265,0.38,0.23,-0.50
Dipole: 265.5,0.38,0.25,-0.48
Dipole: 266,0.39,0.27,-0.47
Dipole: 266.5,0.39,0.28,-0.46
Dipole: 267,0.40,0.30,-0.44
Dipole: 267.5,0.41,0.31,-0.43
Dipole: 268,0.42,0.32,-0.41
Dipole: 268.5,0.43,0.33,-0.39
Dipole: 269,0.44,0.34,-0.37
Dipole: 269.5,0.46,0.35,-0.34
Dipole: 270,0.47,0.35,-0.32
Dipole: 270.5,0.48,0.36,-0.29
Dipole: 271,0.50,0.36,-0.27
Dipole: 271.5,0.51,0.36,-0.24
Dipole: 272,0.53,0.36,-0.21
Dipole: 272.5,0.54,0.35,-0.19
Dipole: 273,0.55,0.34,-0.16
Dipole: 273.5,0.57,0.33,-0.13
